Experiment,v1_mean,v2_mean,a_mean,ndt_mean,alpha_mean,accuracy_percentage,mean_log_rt,RT_mean_correct_error,mean_correct,mean_Crror,error_array,RT_Cor_arr,q1_C,q2_C,q3_C,q4_C,q1_E,q2_E,q3_E,q4_E,participant_ID
001_class_words_part_2.dat,1.491320580083082,-1.6874582685700048,0.9534676215975668,0.3706076807522837,1.5137414102574993,0.86,6.451364275230588,0.6504475,0.6532354651162792,0.6333214285714285,"3      0.569
16     0.569
25     0.570
27     0.785
35     0.529
37     0.649
65     0.513
77     0.657
78     1.041
79     1.713
103    0.473
114    0.514
116    0.689
128    0.930
130    0.505
145    0.545
150    0.617
162    0.696
180    0.705
186    0.513
196    0.633
199    0.570
204    0.474
210    0.441
211    0.537
217    0.521
222    0.513
231    0.554
232    0.762
235    0.921
252    0.594
253    0.617
271    0.545
274    0.793
283    0.514
284    0.753
296    0.490
300    0.992
306    0.464
307    0.489
312    0.448
314    0.544
323    0.522
335    0.529
350    0.537
364    0.513
366    0.489
368    0.705
369    0.617
370    0.874
374    0.450
380    0.763
381    0.641
386    0.505
396    0.553
398    0.817
Name: RT, dtype: float64","0      2.457
1      0.746
2      0.850
4      1.105
5      0.761
       ...  
393    0.594
394    0.514
395    0.586
397    0.625
399    0.490
Name: RT, Length: 344, dtype: float64","[0.498 0.465 0.537 0.513 0.473 0.473 0.513 0.49  0.529 0.513 0.513 0.522
 0.521 0.521 0.497 0.529 0.481 0.514 0.442 0.521 0.41  0.45  0.497 0.465
 0.513 0.489 0.466 0.385 0.425 0.385 0.481 0.505 0.529 0.529 0.537 0.529
 0.529 0.482 0.505 0.529 0.473 0.538 0.537 0.537 0.425 0.537 0.466 0.474
 0.472 0.537 0.521 0.506 0.521 0.522 0.41  0.513 0.497 0.465 0.505 0.481
 0.514 0.498 0.482 0.514 0.537 0.529 0.465 0.442 0.514 0.521 0.442 0.426
 0.465 0.473 0.473 0.514 0.529 0.521 0.513 0.474 0.538 0.538 0.538 0.529
 0.489 0.514 0.49 ]","[0.609 0.61  0.545 0.602 0.609 0.594 0.578 0.618 0.594 0.585 0.609 0.545
 0.569 0.593 0.585 0.569 0.569 0.545 0.577 0.543 0.593 0.609 0.593 0.561
 0.585 0.569 0.561 0.578 0.585 0.61  0.594 0.61  0.592 0.593 0.585 0.585
 0.546 0.601 0.553 0.569 0.618 0.601 0.562 0.617 0.586 0.586 0.545 0.617
 0.569 0.561 0.546 0.554 0.594 0.545 0.545 0.554 0.618 0.553 0.545 0.568
 0.553 0.548 0.57  0.594 0.578 0.562 0.555 0.617 0.593 0.601 0.57  0.578
 0.602 0.609 0.546 0.586 0.553 0.584 0.553 0.594 0.594 0.545 0.585 0.569
 0.61  0.594 0.586]","[0.689 0.705 0.673 0.649 0.706 0.666 0.705 0.657 0.674 0.682 0.634 0.697
 0.698 0.642 0.666 0.625 0.673 0.666 0.625 0.682 0.681 0.681 0.657 0.665
 0.657 0.633 0.706 0.642 0.65  0.642 0.65  0.681 0.641 0.672 0.681 0.649
 0.625 0.698 0.65  0.689 0.642 0.697 0.681 0.641 0.681 0.625 0.706 0.681
 0.633 0.673 0.641 0.649 0.658 0.706 0.697 0.666 0.641 0.666 0.705 0.641
 0.641 0.634 0.705 0.633 0.625 0.682 0.641 0.681 0.633 0.689 0.657 0.689
 0.657 0.65  0.634 0.658 0.681 0.657 0.689 0.649 0.689 0.681 0.624 0.641
 0.642 0.625]","[2.457 0.746 0.85  1.105 0.761 0.729 0.745 0.89  0.849 0.826 0.953 0.714
 0.864 0.745 0.969 1.09  0.793 0.794 0.93  0.889 0.809 0.833 0.753 0.738
 0.729 0.929 0.754 1.018 0.89  0.978 0.848 1.345 0.721 1.209 0.714 0.929
 0.745 0.713 0.738 0.785 0.984 0.777 0.714 0.77  0.712 0.744 2.073 0.993
 1.322 0.865 0.713 0.865 0.73  0.842 1.017 0.769 0.945 0.818 0.761 1.313
 0.826 0.758 0.738 0.841 0.913 0.801 0.796 0.761 0.825 0.921 0.737 0.801
 0.778 0.721 0.738 0.77  0.729 0.825 0.738 0.873 0.762 0.905 0.785 1.129]","[0.513 0.473 0.505 0.513 0.474 0.441 0.513 0.49  0.464 0.489 0.448 0.513
 0.489 0.45  0.505]","[0.529 0.514 0.545 0.537 0.521 0.554 0.545 0.514 0.544 0.522 0.529 0.537
 0.553]","[0.569 0.569 0.57  0.649 0.657 0.689 0.617 0.696 0.633 0.57  0.594 0.617
 0.617 0.641]","[0.785 1.041 1.713 0.93  0.705 0.762 0.921 0.793 0.753 0.992 0.705 0.874
 0.763 0.817]",1
002_class_words_part_2.dat,2.029307826662268,-2.447336289747045,1.325018811689992,0.4974376509973546,1.6452563352174272,0.9448621553884712,6.657251931018352,0.800781954887218,0.7967135278514589,0.8705000000000002,"72     1.203
75     0.825
88     0.682
101    0.897
105    0.665
114    0.618
117    0.850
150    0.841
159    0.881
232    1.289
235    1.313
252    0.881
280    0.978
283    0.737
291    0.833
307    1.049
340    0.898
370    0.618
380    0.882
381    0.657
390    0.609
398    0.945
Name: RT, dtype: float64","0      0.625
1      0.594
2      0.794
3      0.890
4      0.714
       ...  
394    0.698
395    0.553
396    0.785
397    0.905
399    0.770
Name: RT, Length: 377, dtype: float64","[0.625 0.594 0.666 0.682 0.627 0.667 0.666 0.658 0.659 0.658 0.667 0.633
 0.674 0.673 0.657 0.609 0.682 0.641 0.665 0.682 0.555 0.626 0.658 0.626
 0.642 0.586 0.674 0.682 0.611 0.682 0.619 0.658 0.634 0.633 0.504 0.609
 0.633 0.641 0.654 0.585 0.681 0.602 0.651 0.633 0.554 0.634 0.625 0.674
 0.578 0.658 0.642 0.666 0.649 0.603 0.633 0.633 0.537 0.666 0.609 0.619
 0.53  0.674 0.666 0.57  0.545 0.642 0.554 0.642 0.555 0.569 0.642 0.61
 0.554 0.664 0.674 0.657 0.601 0.658 0.673 0.649 0.682 0.666 0.634 0.665
 0.682 0.609 0.569 0.657 0.593 0.577 0.611 0.675 0.579 0.586 0.608 0.666
 0.658 0.594 0.553]","[0.714 0.754 0.714 0.739 0.721 0.745 0.747 0.699 0.707 0.707 0.747 0.721
 0.73  0.698 0.699 0.691 0.739 0.747 0.714 0.713 0.697 0.753 0.706 0.722
 0.754 0.714 0.722 0.72  0.713 0.737 0.746 0.689 0.689 0.706 0.737 0.705
 0.713 0.737 0.689 0.705 0.697 0.722 0.754 0.683 0.691 0.688 0.697 0.729
 0.697 0.714 0.714 0.721 0.714 0.689 0.73  0.69  0.736 0.737 0.714 0.689
 0.698 0.73  0.738 0.691 0.721 0.705 0.705 0.689 0.729 0.69  0.746 0.721
 0.689 0.745 0.706 0.689 0.753 0.714 0.738 0.737 0.722 0.721 0.707 0.714
 0.706 0.707 0.737 0.705 0.721 0.698]","[0.794 0.858 0.762 0.778 0.762 0.785 0.762 0.841 0.777 0.786 0.802 0.769
 0.827 0.755 0.826 0.778 0.795 0.81  0.77  0.755 0.859 0.769 0.801 0.77
 0.866 0.858 0.817 0.779 0.794 0.848 0.865 0.818 0.866 0.826 0.841 0.809
 0.866 0.803 0.809 0.76  0.777 0.785 0.85  0.801 0.787 0.785 0.842 0.769
 0.801 0.787 0.802 0.851 0.842 0.81  0.809 0.857 0.786 0.785 0.785 0.818
 0.834 0.769 0.785 0.777 0.865 0.801 0.761 0.818 0.787 0.77  0.771 0.85
 0.802 0.865 0.81  0.802 0.785 0.795 0.793 0.778 0.802 0.779 0.794 0.833
 0.761 0.769 0.762 0.858 0.786 0.81  0.755 0.801 0.785 0.77 ]","[0.89  0.907 0.97  0.922 0.978 0.915 0.923 1.77  0.907 1.986 0.913 0.89
 0.969 0.874 0.986 1.226 1.05  0.986 0.97  0.874 1.059 0.922 1.257 1.626
 1.298 0.921 1.153 1.042 1.098 0.954 0.882 1.018 1.13  0.921 0.961 0.986
 0.921 1.283 1.625 0.995 0.897 1.187 0.93  0.882 0.898 0.97  1.01  1.033
 0.946 0.986 0.882 1.033 1.058 0.902 0.931 0.993 0.938 0.889 0.939 0.898
 1.115 0.889 1.009 0.938 0.962 0.906 0.953 1.241 0.897 0.897 0.993 0.906
 1.001 0.889 0.913 1.041 0.979 1.426 1.042 1.305 1.05  1.458 0.873 0.954
 0.921 1.738 1.617 1.186 1.122 0.898 1.035 1.009 0.89  0.905]",[0.682 0.665 0.618 0.618 0.657 0.609],[0.825 0.85  0.841 0.737 0.833],[0.897 0.881 0.881 0.898 0.882],[1.203 1.289 1.313 0.978 1.049 0.945],2
003_class_words_part_2.dat,2.615170548111408,-2.8806873271993143,1.3668939604665244,0.4397521514590636,1.9318101465372688,0.9825,6.531152920805175,0.7057875000000001,0.7056437659033078,0.713857142857143,"3      0.674
65     0.579
159    0.921
214    0.514
221    0.506
323    0.874
340    0.929
Name: RT, dtype: float64","0      0.961
1      0.666
2      0.578
4      0.738
5      0.730
       ...  
395    0.633
396    1.042
397    0.626
398    0.595
399    0.754
Name: RT, Length: 393, dtype: float64","[0.578 0.562 0.531 0.507 0.563 0.555 0.555 0.554 0.531 0.547 0.539 0.531
 0.529 0.586 0.561 0.586 0.57  0.586 0.586 0.546 0.529 0.578 0.585 0.578
 0.563 0.514 0.577 0.562 0.554 0.507 0.523 0.569 0.522 0.586 0.539 0.569
 0.57  0.57  0.53  0.586 0.561 0.57  0.515 0.505 0.563 0.578 0.514 0.57
 0.546 0.577 0.546 0.49  0.563 0.491 0.539 0.571 0.522 0.555 0.506 0.554
 0.579 0.578 0.5   0.538 0.561 0.553 0.506 0.538 0.538 0.466 0.474 0.561
 0.546 0.546 0.537 0.586 0.57  0.537 0.57  0.554 0.53  0.547 0.538 0.563
 0.561 0.586 0.514 0.578 0.538 0.561 0.58  0.537 0.578 0.585 0.577 0.562
 0.553 0.546 0.561 0.578]","[0.626 0.619 0.618 0.594 0.61  0.619 0.603 0.649 0.61  0.602 0.602 0.625
 0.587 0.618 0.634 0.602 0.595 0.587 0.643 0.643 0.635 0.643 0.594 0.594
 0.633 0.61  0.626 0.627 0.61  0.65  0.626 0.626 0.61  0.634 0.602 0.634
 0.634 0.641 0.65  0.633 0.618 0.649 0.61  0.642 0.603 0.642 0.617 0.619
 0.618 0.61  0.642 0.627 0.594 0.594 0.609 0.625 0.634 0.601 0.587 0.594
 0.592 0.617 0.61  0.626 0.626 0.633 0.603 0.595 0.626 0.625 0.625 0.611
 0.626 0.619 0.609 0.618 0.626 0.626 0.617 0.642 0.626 0.601 0.611 0.65
 0.634 0.627 0.595 0.635 0.641 0.65  0.618 0.626 0.602 0.619 0.642 0.65
 0.609 0.595 0.633 0.626 0.595]","[0.666 0.738 0.73  0.682 0.715 0.675 0.73  0.675 0.738 0.715 0.706 0.674
 0.659 0.739 0.699 0.706 0.698 0.697 0.674 0.673 0.754 0.698 0.69  0.714
 0.714 0.667 0.73  0.729 0.658 0.674 0.73  0.69  0.658 0.658 0.674 0.675
 0.682 0.722 0.698 0.698 0.657 0.746 0.723 0.706 0.715 0.682 0.691 0.707
 0.682 0.738 0.699 0.715 0.714 0.682 0.714 0.682 0.689 0.665 0.657 0.673
 0.697 0.737 0.697 0.689 0.73  0.739 0.69  0.667 0.651 0.666 0.721 0.722
 0.697 0.713 0.681 0.69  0.673 0.682 0.681 0.657 0.673 0.674 0.674 0.707
 0.699 0.658 0.754 0.753 0.658 0.721 0.691 0.706 0.682 0.73  0.754]","[0.961 0.77  0.826 0.858 0.811 0.778 1.026 0.977 1.218 1.162 0.946 0.938
 1.05  0.826 0.954 0.858 0.938 0.979 1.042 2.233 1.146 0.795 0.834 0.794
 1.009 0.89  0.779 0.85  0.762 0.898 1.146 1.322 1.298 0.811 0.827 0.994
 0.867 0.769 0.777 0.994 0.827 0.906 0.962 0.963 0.785 0.953 0.761 0.769
 0.934 0.882 0.907 1.537 0.778 0.85  0.986 0.867 0.946 0.898 0.986 1.115
 1.266 0.915 0.978 1.033 0.779 0.849 1.059 0.803 0.817 0.793 0.913 0.818
 1.074 0.793 0.835 1.026 1.33  0.819 1.171 1.29  0.778 1.018 1.514 0.987
 1.098 0.761 1.185 1.114 0.77  0.769 0.801 0.905 1.275 0.763 0.93  1.018
 1.042]",[0.514 0.506],[0.674 0.579],[0.874],[0.921 0.929],3
004_class_words_part_2.dat,2.091995470606221,-1.9934265830693656,1.3200488440575664,0.3051363585824665,1.4201134991016549,0.8897243107769424,6.43580208281888,0.6418170426065164,0.6434816901408451,0.6283863636363636,"3      0.577
11     0.490
20     0.513
32     0.641
46     0.441
65     0.680
77     0.522
81     0.546
99     0.553
103    0.538
107    0.545
110    0.466
128    0.529
136    0.569
144    0.585
159    0.712
180    0.825
186    0.578
193    0.458
196    0.642
204    0.441
210    0.442
214    0.602
216    0.569
221    0.673
235    1.650
239    0.626
252    0.450
260    0.601
271    0.561
275    0.425
279    0.633
284    1.122
312    0.553
323    0.658
329    0.553
338    0.713
340    0.929
346    0.594
349    1.369
370    0.489
381    0.473
386    0.657
398    0.456
Name: RT, dtype: float64","0      0.649
1      0.570
2      0.602
4      0.546
5      0.593
       ...  
394    1.418
395    0.986
396    1.090
397    0.554
399    0.761
Name: RT, Length: 355, dtype: float64","[0.521 0.482 0.465 0.489 0.431 0.433 0.433 0.489 0.529 0.465 0.497 0.457
 0.513 0.513 0.522 0.481 0.442 0.465 0.473 0.433 0.401 0.466 0.514 0.522
 0.497 0.441 0.457 0.505 0.522 0.513 0.537 0.537 0.53  0.497 0.473 0.537
 0.497 0.474 0.442 0.521 0.529 0.506 0.409 0.441 0.505 0.458 0.49  0.49
 0.537 0.482 0.458 0.537 0.505 0.529 0.506 0.514 0.537 0.529 0.497 0.474
 0.434 0.473 0.417 0.529 0.513 0.426 0.409 0.488 0.498 0.529 0.4   0.489
 0.441 0.497 0.521 0.449 0.528 0.305 0.401 0.49  0.45  0.522 0.529 0.53
 0.505 0.529 0.529 0.457 0.505 0.474]","[0.57  0.546 0.593 0.593 0.554 0.562 0.553 0.553 0.586 0.568 0.593 0.57
 0.546 0.561 0.578 0.545 0.561 0.545 0.585 0.538 0.545 0.569 0.546 0.545
 0.561 0.585 0.552 0.545 0.593 0.568 0.553 0.585 0.593 0.57  0.546 0.594
 0.552 0.561 0.592 0.545 0.593 0.577 0.562 0.561 0.577 0.585 0.593 0.593
 0.569 0.585 0.577 0.585 0.601 0.554 0.568 0.562 0.601 0.545 0.545 0.561
 0.538 0.578 0.593 0.578 0.593 0.561 0.545 0.561 0.553 0.554 0.577 0.577
 0.553 0.538 0.581 0.546 0.586 0.593 0.601 0.553 0.585 0.593 0.554 0.553
 0.577 0.601 0.561 0.554 0.538 0.562 0.554]","[0.649 0.602 0.61  0.673 0.626 0.634 0.618 0.674 0.642 0.681 0.634 0.697
 0.69  0.689 0.681 0.705 0.625 0.625 0.634 0.658 0.664 0.625 0.705 0.625
 0.673 0.634 0.65  0.602 0.642 0.665 0.625 0.609 0.634 0.674 0.642 0.658
 0.609 0.656 0.681 0.681 0.649 0.705 0.69  0.698 0.61  0.609 0.697 0.641
 0.674 0.633 0.673 0.618 0.671 0.625 0.665 0.602 0.68  0.641 0.657 0.64
 0.609 0.682 0.602 0.665 0.681 0.681 0.705 0.625 0.609 0.665 0.705 0.618
 0.626 0.618 0.689 0.657 0.608 0.673 0.657 0.657 0.681 0.618 0.634 0.625
 0.657 0.633 0.634 0.697 0.658]","[0.762 0.737 0.849 0.722 0.888 0.801 0.745 0.761 0.729 0.793 0.906 0.809
 0.889 0.761 0.857 0.785 0.887 0.745 0.729 0.809 0.833 0.738 0.745 0.905
 1.209 0.969 0.826 0.833 0.801 0.913 1.113 1.058 1.01  0.824 0.785 0.85
 0.905 1.065 0.79  0.978 0.969 0.721 0.777 0.769 0.961 0.793 0.93  2.218
 0.73  0.858 0.706 0.746 0.745 0.738 1.193 0.818 0.728 0.986 1.018 0.802
 0.857 1.104 0.753 0.777 0.873 0.833 0.713 0.73  1.097 0.857 0.794 0.89
 1.57  0.729 1.042 0.865 0.794 0.769 0.858 0.985 0.722 1.418 0.986 1.09
 0.761]",[0.49  0.441 0.466 0.458 0.441 0.442 0.45  0.425 0.489 0.473 0.456],[0.513 0.522 0.546 0.553 0.538 0.545 0.529 0.569 0.569 0.561 0.553 0.553],[0.577 0.641 0.585 0.578 0.642 0.602 0.626 0.601 0.633 0.594],[0.68  0.712 0.825 0.673 1.65  1.122 0.658 0.713 0.929 1.369 0.657],4
005_class_words_part_2.dat,3.749242426373127,-3.959248631043166,1.2520628081444918,0.3986611082176574,1.8266496253377384,0.9875,6.343914033423991,0.5765100000000001,0.577260759493671,0.5172,"141    0.530
159    0.483
204    0.449
296    0.434
340    0.690
Name: RT, dtype: float64","0      1.144
1      0.562
2      0.609
3      0.594
4      0.593
       ...  
395    0.601
396    0.457
397    0.587
398    0.690
399    0.579
Name: RT, Length: 395, dtype: float64","[0.45  0.506 0.491 0.491 0.499 0.506 0.466 0.506 0.498 0.475 0.506 0.491
 0.474 0.491 0.482 0.489 0.497 0.498 0.481 0.442 0.506 0.498 0.443 0.506
 0.458 0.506 0.506 0.498 0.507 0.506 0.506 0.507 0.474 0.466 0.505 0.449
 0.442 0.497 0.505 0.505 0.49  0.45  0.427 0.49  0.443 0.49  0.506 0.489
 0.506 0.506 0.481 0.498 0.49  0.451 0.474 0.441 0.507 0.497 0.506 0.49
 0.474 0.467 0.466 0.49  0.474 0.505 0.497 0.498 0.457 0.497 0.505 0.489
 0.457 0.485 0.435 0.467 0.473 0.449 0.473 0.489 0.505 0.491 0.499 0.507
 0.473 0.489 0.466 0.483 0.498 0.481 0.497 0.473 0.497 0.491 0.505 0.481
 0.45  0.491 0.451 0.498 0.457]","[0.553 0.53  0.522 0.53  0.554 0.555 0.523 0.546 0.53  0.545 0.554 0.539
 0.538 0.523 0.522 0.546 0.523 0.545 0.515 0.515 0.539 0.53  0.538 0.544
 0.513 0.538 0.537 0.522 0.529 0.538 0.538 0.515 0.555 0.53  0.529 0.515
 0.554 0.545 0.537 0.522 0.546 0.521 0.546 0.538 0.538 0.515 0.53  0.53
 0.555 0.529 0.538 0.514 0.523 0.524 0.546 0.522 0.546 0.555 0.523 0.513
 0.513 0.538 0.555 0.547 0.53  0.539 0.547 0.514 0.522 0.538 0.513 0.545
 0.53  0.553 0.513 0.554 0.555 0.538 0.554 0.53  0.514 0.514 0.538 0.53
 0.546 0.554 0.554 0.513 0.53  0.546 0.515 0.522 0.514 0.521 0.53  0.514
 0.522]","[0.562 0.594 0.593 0.585 0.578 0.594 0.585 0.578 0.602 0.603 0.579 0.57
 0.57  0.585 0.595 0.586 0.571 0.579 0.561 0.594 0.578 0.561 0.571 0.594
 0.578 0.563 0.571 0.578 0.569 0.585 0.562 0.587 0.563 0.578 0.578 0.57
 0.563 0.587 0.563 0.561 0.562 0.594 0.586 0.585 0.571 0.562 0.594 0.562
 0.563 0.569 0.578 0.589 0.577 0.602 0.57  0.563 0.57  0.577 0.593 0.594
 0.578 0.579 0.602 0.594 0.562 0.579 0.578 0.585 0.594 0.602 0.577 0.57
 0.563 0.579 0.594 0.571 0.577 0.608 0.585 0.577 0.602 0.577 0.594 0.577
 0.593 0.571 0.595 0.563 0.594 0.562 0.602 0.586 0.562 0.586 0.57  0.601
 0.587 0.579]","[1.144 0.609 0.625 0.785 0.609 0.683 0.874 0.626 0.707 0.787 0.667 0.69
 0.706 0.634 0.619 0.714 1.169 0.626 0.618 0.634 0.633 0.69  0.665 0.626
 0.753 0.667 0.842 0.715 0.706 0.867 1.089 0.625 0.706 0.816 0.657 0.634
 0.675 0.771 0.658 0.682 0.674 0.657 0.738 0.722 0.643 0.634 0.657 0.683
 0.723 0.634 0.81  0.617 0.674 0.69  0.666 0.657 0.627 0.666 0.642 0.65
 0.634 0.674 0.625 0.818 0.818 0.666 0.643 0.787 0.643 0.698 0.85  0.738
 0.642 0.682 0.609 0.905 0.618 0.618 0.611 0.675 0.651 0.682 0.77  0.714
 0.61  0.674 0.633 0.73  0.706 0.609 0.706 0.642 1.627 0.658 0.626 0.826
 0.945 0.634 0.69 ]",[0.449 0.434],[0.483],[0.53],[0.69],5
007_class_words_part_2.dat,2.7139665512294027,-3.084941194811982,1.0617386579266854,0.3866872299863252,1.657512609269683,0.9475,6.350927800785968,0.5833175,0.5808865435356201,0.6271904761904763,"11     0.483
26     0.554
49     0.777
55     0.507
65     0.499
76     0.587
88     0.730
158    0.587
159    0.770
163    0.682
175    0.618
180    0.658
218    0.545
232    0.490
235    0.914
252    0.507
280    0.826
357    0.472
379    0.394
380    0.986
387    0.585
Name: RT, dtype: float64","0      0.817
1      0.810
2      0.530
3      0.506
4      0.586
       ...  
395    0.554
396    0.538
397    0.706
398    0.546
399    0.539
Name: RT, Length: 379, dtype: float64","[0.506 0.442 0.49  0.482 0.499 0.497 0.473 0.491 0.498 0.482 0.507 0.481
 0.506 0.411 0.498 0.433 0.513 0.497 0.513 0.506 0.458 0.474 0.491 0.49
 0.49  0.498 0.45  0.474 0.49  0.482 0.474 0.507 0.458 0.473 0.418 0.466
 0.45  0.506 0.435 0.451 0.475 0.483 0.481 0.474 0.506 0.49  0.497 0.441
 0.466 0.505 0.499 0.45  0.458 0.489 0.466 0.507 0.499 0.498 0.505 0.466
 0.489 0.466 0.441 0.434 0.45  0.467 0.498 0.451 0.498 0.442 0.425 0.512
 0.498 0.473 0.442 0.45  0.425 0.473 0.441 0.49  0.466 0.513 0.491 0.498
 0.482 0.442 0.483 0.41  0.482 0.45  0.473 0.513 0.45  0.498 0.505]","[0.53  0.514 0.547 0.531 0.522 0.554 0.53  0.523 0.539 0.515 0.523 0.538
 0.538 0.546 0.522 0.522 0.514 0.538 0.546 0.53  0.539 0.529 0.546 0.538
 0.53  0.554 0.529 0.553 0.546 0.539 0.554 0.53  0.538 0.529 0.561 0.522
 0.514 0.523 0.538 0.539 0.522 0.514 0.522 0.554 0.537 0.537 0.53  0.549
 0.522 0.555 0.547 0.561 0.537 0.522 0.555 0.521 0.53  0.538 0.515 0.547
 0.547 0.554 0.546 0.521 0.538 0.529 0.545 0.547 0.561 0.538 0.554 0.523
 0.531 0.538 0.538 0.546 0.546 0.522 0.554 0.514 0.531 0.521 0.553 0.546
 0.522 0.561 0.537 0.521 0.53  0.538 0.538 0.554 0.538 0.546 0.539]","[0.586 0.634 0.578 0.562 0.578 0.602 0.602 0.602 0.562 0.609 0.57  0.578
 0.562 0.578 0.594 0.579 0.578 0.611 0.603 0.61  0.617 0.578 0.593 0.571
 0.586 0.625 0.634 0.569 0.57  0.627 0.578 0.577 0.618 0.578 0.571 0.625
 0.626 0.61  0.562 0.563 0.595 0.595 0.579 0.61  0.587 0.57  0.569 0.586
 0.569 0.594 0.562 0.61  0.585 0.586 0.569 0.621 0.577 0.609 0.627 0.571
 0.587 0.562 0.594 0.578 0.593 0.609 0.595 0.593 0.618 0.577 0.577 0.593
 0.569 0.57  0.617 0.634 0.625 0.57  0.595 0.562 0.625 0.594 0.625 0.578
 0.61  0.578 0.626 0.633 0.625 0.633 0.601 0.579 0.603 0.602]","[0.817 0.81  0.635 0.658 0.674 0.658 0.705 0.688 0.906 0.689 0.674 0.642
 0.81  0.698 0.642 0.651 0.658 0.643 0.818 0.657 0.641 0.986 0.722 0.777
 0.683 0.723 0.769 0.697 0.698 0.674 0.706 0.883 0.739 0.761 0.706 0.706
 0.642 0.667 0.649 0.689 0.697 0.641 0.642 0.643 0.666 0.762 0.786 0.787
 0.651 0.754 0.714 0.657 0.642 0.715 0.666 1.097 0.802 0.666 0.658 0.658
 0.77  0.682 0.787 0.65  0.682 0.723 0.787 0.673 0.681 0.642 0.642 0.737
 0.69  0.826 0.641 0.682 0.699 0.657 0.889 0.731 0.866 0.706 0.651 0.857
 0.641 0.715 0.65  0.77  0.842 0.691 0.73  0.673 0.833 0.651 0.706]",[0.483 0.507 0.499 0.49  0.507 0.472 0.394],[0.554 0.587 0.587 0.545 0.585],[0.73  0.682 0.618 0.658],[0.777 0.77  0.914 0.826 0.986],7
008_class_words_part_2.dat,2.4846524973950315,-2.4764601091657865,1.4571414702544103,0.4065842312260746,1.9047060688736157,0.9773869346733668,6.528801989542044,0.720108040201005,0.7128920308483291,1.032,"105    0.617
159    1.410
187    0.754
232    0.650
235    1.466
239    1.090
323    1.145
340    1.442
397    0.714
Name: RT, dtype: float64","0      1.377
1      0.617
2      0.569
3      0.666
4      0.674
       ...  
394    0.978
395    0.674
396    0.690
398    0.674
399    0.690
Name: RT, Length: 389, dtype: float64","[0.569 0.57  0.563 0.523 0.498 0.507 0.466 0.45  0.555 0.522 0.554 0.562
 0.546 0.529 0.562 0.506 0.553 0.529 0.514 0.538 0.554 0.49  0.562 0.506
 0.545 0.562 0.467 0.443 0.498 0.522 0.57  0.577 0.569 0.529 0.466 0.498
 0.505 0.531 0.418 0.545 0.553 0.561 0.57  0.561 0.561 0.57  0.514 0.529
 0.554 0.529 0.514 0.546 0.522 0.57  0.514 0.546 0.545 0.561 0.545 0.554
 0.529 0.554 0.537 0.577 0.537 0.498 0.522 0.474 0.498 0.513 0.562 0.513
 0.522 0.562 0.553 0.562 0.545 0.553 0.537 0.562 0.545 0.538 0.563 0.561
 0.562 0.545 0.561 0.577 0.577 0.521 0.537 0.57  0.569 0.553 0.562 0.546
 0.513 0.529 0.553 0.569 0.57 ]","[0.617 0.594 0.609 0.635 0.619 0.634 0.579 0.587 0.602 0.619 0.611 0.626
 0.587 0.587 0.594 0.602 0.627 0.619 0.635 0.61  0.61  0.617 0.602 0.609
 0.601 0.618 0.586 0.594 0.602 0.641 0.593 0.609 0.641 0.601 0.594 0.641
 0.618 0.641 0.633 0.642 0.642 0.627 0.602 0.633 0.641 0.578 0.642 0.642
 0.618 0.593 0.578 0.642 0.617 0.602 0.585 0.618 0.579 0.634 0.641 0.595
 0.642 0.593 0.609 0.601 0.619 0.634 0.61  0.642 0.594 0.618 0.584 0.601
 0.633 0.625 0.642 0.642 0.617 0.618 0.585 0.601 0.587 0.587 0.61  0.617
 0.594 0.593 0.609 0.633 0.642 0.618 0.634 0.611 0.61  0.602]","[0.666 0.674 0.65  0.666 0.722 0.739 0.691 0.666 0.713 0.745 0.666 0.666
 0.675 0.674 0.682 0.738 0.649 0.672 0.746 0.715 0.738 0.673 0.73  0.683
 0.673 0.665 0.649 0.65  0.705 0.697 0.658 0.667 0.738 0.705 0.729 0.697
 0.657 0.649 0.683 0.657 0.707 0.699 0.665 0.753 0.714 0.746 0.658 0.674
 0.666 0.681 0.722 0.746 0.657 0.665 0.722 0.69  0.666 0.65  0.674 0.746
 0.665 0.713 0.666 0.705 0.681 0.665 0.753 0.65  0.666 0.65  0.683 0.658
 0.673 0.667 0.705 0.658 0.665 0.73  0.729 0.674 0.674 0.69  0.698 0.682
 0.665 0.689 0.689 0.697 0.689 0.697 0.746 0.683 0.713 0.674 0.69  0.674
 0.69 ]","[1.377 0.914 1.018 0.77  0.995 0.818 1.018 0.817 1.194 0.89  0.819 0.939
 0.963 1.13  1.313 0.851 0.786 0.881 0.89  0.858 0.857 0.938 0.89  0.803
 0.938 0.866 0.882 0.899 0.889 1.578 0.818 1.01  0.842 0.947 0.755 1.456
 1.666 1.017 1.017 0.778 0.906 1.713 0.85  1.796 2.433 0.778 0.873 1.073
 1.217 1.421 0.769 0.889 0.858 0.802 0.769 0.96  0.874 1.786 1.001 1.01
 0.795 1.434 0.786 0.786 0.977 1.73  0.819 0.819 0.857 0.777 0.825 1.737
 1.817 0.881 0.802 1.081 1.09  0.754 1.169 0.921 0.779 0.825 1.041 0.769
 0.777 0.826 0.778 0.787 1.163 2.081 1.001 0.778 0.794 0.882 0.826 0.818
 0.978]",[0.617 0.65  0.714],[0.754 1.09 ],[1.41  1.145],[1.466 1.442],8
